Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event
Svein-Erik Stiansen,M,25.0,180.0,82.0,Norway,NOR,1968 Winter,1968,Winter,Grenoble,Speed Skating,"Speed Skating Men's 5,000 metres"
Madalena de Carvalho Felix,F,22.0,179.0,78.0,Angola,ANG,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball
Michel Bertraneu,M,34.0,180.0,72.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Individual"
Sara Prez Sala,F,16.0,170.0,65.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay
Sophie Claire Ainsworth,F,27.0,173.0,68.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff
Hans Liesche,M,20.0,188.0,67.0,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's High Jump
Enrico Forcella Pelliccioni,M,56.0,171.0,60.0,Venezuela,VEN,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
"Stanley Richard ""Stan"" Dunklee",M,25.0,183.0,82.0,United States,USA,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres
Ho Bisgaltu,M,20.0,174.0,77.0,China,CHN,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Lightweight, Freestyle"
Mark Lindsay Doubleday,M,22.0,180.0,80.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball
Erwin Jos Caraballo Cabrera,M,31.0,185.0,130.0,Venezuela,VEN,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman"
Lars Eugen Hedwall,M,23.0,176.0,67.0,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres Steeplechase"
Sheral Bozorov,M,26.0,180.0,81.0,Tajikistan,TJK,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Half-Middleweight
Martina De Memme,F,24.0,175.0,65.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay
Reto von Arx,M,25.0,182.0,84.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey
Alan Keith Smith,M,26.0,190.0,95.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres"
Heather Barbara Samuel,F,22.0,163.0,61.0,Antigua and Barbuda,ANT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 100 metres
Irina Viktorovna Khazova (Artyomova-),F,29.0,170.0,61.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Sprint
Shin Young-Rok,M,21.0,182.0,72.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football
Otmane El-Assas,M,21.0,178.0,72.0,Morocco,MAR,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football
Pavla Kinclov,F,17.0,164.0,53.0,Czechoslovakia,TCH,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Balance Beam
"Thomas ""Tom"" Kearney",M,37.0,185.0,85.0,Ireland,IRL,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's epee, Individual"
Blair Tuke,M,23.0,181.0,78.0,New Zealand,NZL,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Skiff
Franois Bonnet,M,24.0,178.0,73.0,France,FRA,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Canadian Singles, Slalom"
"Pamela ""Pam"" Kilborn-Ryan (-Nelson)",F,25.0,157.0,52.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 80 metres Hurdles
Ji Raka,M,27.0,165.0,70.0,Czechoslovakia,TCH,1968 Winter,1968,Winter,Grenoble,Ski Jumping,"Ski Jumping Men's Large Hill, Individual"
Mara Isabel Fernndez Gutirrez,F,32.0,159.0,57.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Lightweight
Hana n,F,19.0,157.0,40.0,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Individual All-Around
Daniel Gmez Bilbao,M,24.0,187.0,82.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo
"Johannes Martinus ""Jan"" Siemerink",M,26.0,183.0,73.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Singles
Romain Barnier,M,24.0,186.0,84.0,France,FRA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay
Courtney Anne Johnson (Young-),F,26.0,162.0,59.0,United States,USA,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo
"Howard James ""Jay"" Triano",M,29.0,194.0,88.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball
Daniel Andrey Hernandes,M,25.0,190.0,147.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Heavyweight
"Rudolf ""Rudi"" Grwang",M,28.0,164.0,70.0,West Germany-2,FRG,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Mixed (Men)'s Doubles
"Inessa Yevgenyevna Sargsyan (Yemelyanova-, -Korkmaz)",F,28.0,190.0,75.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball
Thomas Stig Nyberg,M,22.0,195.0,84.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay
Jeong Jin-Su,M,19.0,160.0,55.0,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Pommelled Horse
Georges Corbel,M,26.0,183.0,78.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey
Alberto Ral Lanteri Merlo,M,30.0,178.0,69.0,Argentina,ARG,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Sabre, Team"
Lyubomir Ivanov Panov,M,23.0,183.0,83.0,Bulgaria,BUL,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball
Manfred Nerlinger,M,35.0,182.0,148.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Super-Heavyweight
Veikko Iisakki Mnnikk,M,30.0,173.0,74.0,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Welterweight, Greco-Roman"
Yury Stepanovich Shurkalov,M,26.0,195.0,90.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Pairs
Istvn Aranyos,M,22.0,169.0,63.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around
Mihai Apostol,M,25.0,185.0,85.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres"
Daniel Taillon,M,23.0,185.0,77.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles
Tsai Shu-Min,F,17.0,167.0,48.0,Chinese Taipei,TPE,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay
"Geoffrey ""Gerry"" Kirkconnell",M,18.0,177.0,70.0,Cayman Islands,CAY,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Dinghy
Vasily Mikhaylovich Yegorov,M,22.0,162.0,49.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight
Jani Markus Soininen,M,25.0,171.0,59.0,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Large Hill, Team"
Laura Rebeca Vaca Hernndez,F,19.0,163.0,58.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 800 metres Freestyle
Mahmoud Tarha,M,22.0,160.0,52.0,Lebanon,LIB,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Flyweight
"Raymond ""Ray"" Boyd",M,25.0,181.0,70.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Pole Vault
Markus Hasler,M,30.0,171.0,68.0,Liechtenstein,LIE,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 10/10 kilometres Pursuit
Jouko Ilmari Hietalahti,M,31.0,181.0,78.0,Finland,FIN,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres"
"Othilie ""Tilly"" Fleischer (-Heuser, -Grote)",F,20.0,168.0,66.0,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Women's Javelin Throw
Diana Boneva Paliyska,F,22.0,173.0,66.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres"
Daniel Stephen Caines,M,21.0,178.0,73.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay
Takeo Kamachi,M,32.0,164.0,59.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres"
Sonja Barjaktarovi,F,29.0,180.0,74.0,Montenegro,MNE,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball
Jos Filipe Abreu,M,20.0,159.0,64.0,Portugal,POR,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horizontal Bar
Bla Goldovnyi,M,22.0,176.0,78.0,Hungary,HUN,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres
Linda Toorop (-Moor),F,16.0,165.0,53.0,Netherlands,NED,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Individual All-Around
Hiroshi Hoketsu,M,23.0,168.0,62.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Jumping, Individual"
Ileana Silai (Gergely-),F,26.0,167.0,49.0,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 800 metres
Karsten Brandt,M,25.0,185.0,75.0,East Germany,GDR,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay
Elena Ceampelea,F,25.0,162.0,53.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam
"Harold H. ""Hal"" Haenel",M,33.0,190.0,111.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Two Person Keelboat
Neomia Mae Rogers,F,20.0,171.0,65.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's High Jump
Erick Fornaris lvarez,M,25.0,170.0,69.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Diving,Diving Men's Springboard
Guillermo Garca Castillo,M,16.0,180.0,72.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Medley Relay
Silvia Brunner (-Jrg),F,26.0,168.0,58.0,Switzerland,SUI,1984 Winter,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Women's 1,000 metres"
Lloyd Guss,M,29.0,188.0,81.0,Canada-1,CAN,1988 Winter,1988,Winter,Calgary,Bobsleigh,Bobsleigh Men's Two
Carlos Hurtado Torres,M,28.0,165.0,60.0,Peru,PER,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Bantamweight, Freestyle"
Rajmond Debevec,M,29.0,182.0,72.0,Slovenia,SLO,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres"
Pavol Hochschorner,M,32.0,176.0,75.0,Slovakia,SVK,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, Slalom"
Mehtap Kurnaz,F,21.0,160.0,63.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Middleweight
Oleksandr Mykolaiovych Korchmid,M,26.0,188.0,81.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Pole Vault
Jaime Daniel Quiyuch Castaeda,M,28.0,178.0,63.0,Guatemala,GUA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk
Hans Anders Sdergren,M,28.0,182.0,77.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres
Josef Polig,M,23.0,168.0,70.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Super G
Renato De Riva,M,30.0,178.0,73.0,Italy,ITA,1968 Winter,1968,Winter,Grenoble,Speed Skating,"Speed Skating Men's 10,000 metres"
Darren Andrew Campbell,M,30.0,183.0,83.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay
Ambrosi Hoffmann,M,28.0,180.0,91.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Super G
Anton Petrovich Ryakhov,M,20.0,191.0,96.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 500 metres"
Daniel Aceves Villagrn,M,19.0,158.0,52.0,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Flyweight, Greco-Roman"
Kenichi Fujita,M,25.0,167.0,61.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar
Dorota Magdalena Zagrska-Siudek,F,30.0,155.0,44.0,Poland,POL,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Mixed Pairs
Maximilian Munski,M,28.0,195.0,96.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights
Ferenc Kiss,M,25.0,180.0,69.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay
Andreja Mali,F,28.0,160.0,54.0,Slovenia,SLO,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay
Ral Lorenzo Maroto Lpez,M,23.0,190.0,76.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's epee, Team"
Darrell Owen Pace,M,27.0,180.0,64.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Men's Individual
Erika Flander,F,15.0,144.0,35.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Balance Beam
Maurice Greene,M,30.0,176.0,80.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay
Yevgeny Petrovich Klevtsov,M,31.0,177.0,76.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Road Race, Individual"
Yelena Nikolayevna Grosheva (-Barakatt),F,17.0,153.0,41.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Horse Vault
Monica Cecilia Abbott,F,23.0,191.0,88.0,United States,USA,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball
"Effrosyni ""Froso"" Patsou",F,30.0,177.0,61.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay
Manuela Di Centa,F,25.0,164.0,55.0,Italy,ITA,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Women's 20 kilometres
Tom Klobunk,M,26.0,185.0,88.0,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke
Helmut Weidlich,M,26.0,182.0,76.0,Germany,GER,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay
Ricardo J. Busquets Healey,M,21.0,186.0,82.0,Puerto Rico,PUR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 50 metres Freestyle
Aisha Mohamed,F,18.0,193.0,80.0,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball
Martial Biguet,M,21.0,183.0,68.0,Central African Republic,CAF,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres
Jonathan Alan Horton,M,22.0,155.0,59.0,United States,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse
Jos Roberto Diiz Aranha,M,21.0,191.0,82.0,Brazil,BRA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Medley Relay
Ana Boban,F,20.0,181.0,73.0,Yugoslavia,YUG,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay
"Susanne Schultz Nielsson (-Feldsgaard, -Hansen)",F,20.0,165.0,60.0,Denmark,DEN,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Breaststroke
Casey Eichfeld,M,26.0,178.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, Slalom"
Lesia Mykhailivna Kalytovska,F,20.0,174.0,68.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's Points Race
William Msiska,M,24.0,174.0,69.0,Malawi,MAW,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres
"Ravinder ""Ravi"" Kahlon",M,29.0,191.0,93.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey
Daniela Maccelli,F,18.0,158.0,52.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Balance Beam
Mykola Mykolaiovych Labovskiy,M,29.0,175.0,70.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 10,000 metres"
Tawanda Blessings Chiwira,M,21.0,178.0,68.0,Zimbabwe,ZIM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres
"Thomas Robert ""Tom"" Daley",M,14.0,177.0,74.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Diving,Diving Men's Platform
Chen Zuo,M,22.0,186.0,78.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay
"Rosemarie ""Rosi"" Mittermaier (-Neureuther)",F,25.0,159.0,55.0,West Germany,FRG,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Downhill
"Daniel James ""Danny"" Hall",M,29.0,180.0,82.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey
Benjamin Grant,M,18.0,181.0,70.0,Sierra Leone,SLE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay
Ricco Gro,M,23.0,179.0,75.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay
Toshiaki Kamata,M,24.0,168.0,55.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 10,000 metres"
Karl Niklas Jonsson,M,28.0,178.0,68.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres
Armando Valles Montaez,M,27.0,170.0,68.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horse Vault
RaNae Jean Bair (-Seaman),F,21.0,180.0,64.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Javelin Throw
Ryan Bailey,M,36.0,198.0,111.0,United States,USA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo
"Jennifer ""Jenny"" Smith",F,16.0,149.0,43.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Horse Vault
Kerstin Kppen (Kosbab-),F,28.0,181.0,70.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Quadruple Sculls
"Susanne ""Susi"" Handschmann",F,16.0,160.0,47.0,Austria,AUT,1976 Winter,1976,Winter,Innsbruck,Figure Skating,Figure Skating Mixed Ice Dancing
Diego Emilio Romero Paschetta,M,25.0,170.0,70.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed One Person Dinghy
Lutz Stoklasa,M,18.0,188.0,80.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Butterfly
Ibo Oziti,M,26.0,180.0,69.0,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Welterweight, Freestyle"
Linnea Susanne Wiberg-Gunnarsson,F,32.0,172.0,64.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres"
Sophie Villeneuve,F,24.0,165.0,58.0,France,FRA,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit
Zdravko Miljak,M,21.0,189.0,87.0,Yugoslavia,YUG,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball
Irene Karine Dalby,F,21.0,181.0,73.0,Norway,NOR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 400 metres Freestyle
Ole Christian Eidhammer,M,22.0,174.0,60.0,Norway,NOR,1988 Winter,1988,Winter,Calgary,Ski Jumping,"Ski Jumping Men's Large Hill, Individual"
Polina Hryhorivna Astakhova,F,20.0,166.0,56.0,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Team Portable Apparatus
Monika Unger,F,29.0,174.0,61.0,Austria,AUT,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Women's Handball
Lszl Mah,M,23.0,175.0,70.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Road Race, Individual"
Jzsef Skovics (-Szecsdi),M,33.0,181.0,71.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's epee, Individual"
Melanie Pfeifer,F,29.0,167.0,54.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, Slalom"
Peter Lang,M,25.0,193.0,90.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Two Person Heavyweight Dinghy
Sndor Istvn Brdosi,M,23.0,173.0,85.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman"
"Wei Ling ""Joscelin"" Yeo",F,17.0,165.0,56.0,Singapore,SGP,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Freestyle
Ramona Fuhrer (-Weisskopf),F,26.0,163.0,68.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey
Osmo Karjalainen,M,32.0,173.0,63.5,Finland,FIN,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres
Vasil Mikhaylov Etropolski,M,29.0,183.0,84.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Individual"
Emily Sarah Naylor (-Gaddum),F,26.0,167.0,55.0,New Zealand,NZL,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey
Ferdinando Meglio,M,25.0,176.0,68.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Team"
Borys Hryhorovych Onyshchenko,M,38.0,178.0,74.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Modern Pentathlon,Modern Pentathlon Men's Team
Predrag Manojlovi,M,28.0,190.0,105.0,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo
Antonio Pealver Asencio,M,27.0,193.0,93.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon
Constance Montgomery Wilson-Samuel (-Slatkin),F,28.0,165.0,59.0,Canada,CAN,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles
Yelena Pershina,F,36.0,175.0,60.0,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Long Jump
Zhang Min,F,23.0,180.0,84.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs
"Marcus A. C. ""Marc"" Faulks",M,27.0,174.0,64.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise
Srgio Yoshio Sasaki Jnior,M,24.0,161.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault
Lilin Reyna Buglia Mendoza,F,18.0,154.0,50.0,Argentina,ARG,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 4 x 100 metres Relay
"Arie ""Aad"" de Graaf",M,20.0,176.0,76.0,Netherlands,NED,1960 Summer,1960,Summer,Roma,Cycling,Cycling Men's Sprint
Mariya Nikolayevna Perepyolkina (Duskryadchenko-),F,28.0,187.0,72.0,Russia,RUS,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball
Dawn Marie Kobayashi,F,33.0,166.0,70.0,Jamaica,JAM,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Air Rifle, 10 metres"
Linden Hall,F,25.0,167.0,51.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres"
Gordon Jewett,M,32.0,181.0,72.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres
Mariya Valeryevna Paseka,F,17.0,161.0,48.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around
La Sprunger,F,22.0,183.0,69.0,Switzerland,SUI,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay
Marion Beverly Lay,F,15.0,168.0,61.0,Canada,CAN,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Freestyle
